,state,model,lower_90,pred,upper_90,rho
287,MG,TSMixer ZKI-PH4,258101.2145389139,555594.5154053422,1716272.987450396,0.9711452633339298
288,MG,Chronos-Bolt,443431.2836953475,1090479.9064099998,2964707.0041403216,0.9711452633339298
289,RR,"Model fourier-
gravidade",2179.991139311184,5207.722092268108,14954.647966382443,0.8915617888375483
290,RR,Dengue Oracle M1,3156.27441407562,7128.288522591015,17962.651083852084,0.8915617888375483
291,RR,GHR Model,757.6445999625037,1441.2856530409126,3187.644731708091,0.8915617888375483
292,RR,LNCC-SURGE-1,1747.6306546859196,4001.6572878604393,10304.747792295742,0.8915617888375483
293,RR,IMPA-TECH,805.6472094494634,5681.5732899276845,68310.47528769815,0.8915617888375483
294,RR,CNNLSTM,1306.467675661275,2002.3414077203547,3160.754314058374,0.8915617888375483
295,RR,LNN-AR_p-1,721.1177829839137,1637.0589364738644,4106.151314862909,0.8915617888375483
296,RR,Imperial-TFT Model,553.3183370975464,1321.4695361778927,3791.100363439478,0.8915617888375483
297,RR,UERJ-SARIMAX-2,1563.7222645002425,2281.36708463144,3470.023922903981,0.8915617888375483
298,RR,Cornell PEH,1342.3521620509662,2936.425375911942,7175.290727567788,0.8915617888375483
299,RR,Dengue oracle M2,4070.2163769449603,8122.890678769609,17337.769006038645,0.8915617888375483
300,RR,LSTM-RF model,2946.0599242619974,7904.032215269763,48034.63944345766,0.8915617888375483
301,RR,LNCC-CLIDENGO-1,6984.85590033441,22302.833416024827,100418.86825888763,0.8915617888375483
302,RR,Beat it,467.3871487413215,1249.9632718581834,3737.9902187395933,0.8915617888375483
303,RR,ISI_Dengue_Model,155.193500165682,442.54733765902324,3810.454662674923,0.8915617888375483
304,RR,TSMixer ZKI-PH4,430.12880358071175,646.0180580285294,1160.006683246658,0.8915617888375483
305,RR,Chronos-Bolt,364.7636340559277,709.353401325015,1654.328097397229,0.8915617888375483
306,MS,"Model fourier-
gravidade",24578.108502341143,64149.58117563794,208021.12593918567,0.9581451098530427
307,MS,Dengue Oracle M1,95954.1997894807,159890.91858393114,274123.31408122863,0.9581451098530427
308,MS,GHR Model,77139.23650094542,140145.40256974328,264752.4029590133,0.9581451098530427
309,MS,LNCC-SURGE-1,25912.10832393503,101677.1684099156,439136.3822001459,0.9581451098530427
310,MS,IMPA-TECH,59431.206522084656,452776.54174372606,5457236.979842416,0.9581451098530427
311,MS,CNNLSTM,67712.643324328,84585.58762940219,111207.58149906366,0.9581451098530427
312,MS,LNN-AR_p-1,20681.704712716244,49206.8364318526,112873.80283794379,0.9581451098530427
313,MS,Imperial-TFT Model,35421.844161325396,92761.31682247753,269236.0886520392,0.9581451098530427
314,MS,UERJ-SARIMAX-2,29972.535833436177,75710.60725222135,195976.97496241104,0.9581451098530427
315,MS,Cornell PEH,12802.478635230844,39789.880034283386,137587.5435205446,0.9581451098530427
316,MS,Dengue oracle M2,109437.21580413468,183777.29770818702,320628.45466846076,0.9581451098530427
317,MS,LSTM-RF model,42282.78517042011,119566.44704188802,483102.52184070996,0.9581451098530427
318,MS,LNCC-CLIDENGO-1,5534.548872166586,23793.96051109225,131071.07606016906,0.9581451098530427
319,MS,Beat it,44521.24882811841,117207.22968334379,321142.1565707919,0.9581451098530427
320,MS,ISI_Dengue_Model,19571.377332609365,42231.579598069584,149049.42583557317,0.9581451098530427
321,MS,TSMixer ZKI-PH4,42498.54545978787,59711.270216697114,94511.41666995054,0.9581451098530427
322,MS,Chronos-Bolt,28299.888069832148,57520.84450690122,127147.0676123828,0.9581451098530427
323,BA,"Model fourier-
gravidade",24300.919187079053,98207.47672362655,511900.31515210716,0.9662916482322985
324,BA,Dengue Oracle M1,103164.80602743562,173452.14048670046,291471.3082855921,0.9662916482322985
325,BA,GHR Model,128233.9810122604,185237.26310384023,263260.37802581216,0.9662916482322985
326,BA,LNCC-SURGE-1,60055.017959079516,132569.49626334873,307081.13559822494,0.9662916482322985
327,BA,IMPA-TECH,90204.82513297982,465377.071602832,3339266.519853077,0.9662916482322985
328,BA,CNNLSTM,89721.72152256953,111269.10390432458,145997.797281247,0.9662916482322985
329,BA,LNN-AR_p-1,90642.13087190504,153964.6473406932,258915.17775318708,0.9662916482322985
330,BA,Imperial-TFT Model,57450.857294302055,148635.6214030434,424264.4533638518,0.9662916482322985
331,BA,UERJ-SARIMAX-2,67555.10693543564,149214.6189698237,341076.95844466327,0.9662916482322985
332,BA,Cornell PEH,42677.44480757204,94423.15199033704,215201.97357593203,0.9662916482322985
333,BA,Dengue oracle M2,113270.09893826468,180809.3910622947,285958.02670962247,0.9662916482322985
334,BA,LSTM-RF model,40139.16230239663,132314.31885439722,688166.5742447699,0.9662916482322985
335,BA,LNCC-CLIDENGO-1,7904.432815007775,33574.45670604023,160003.32208321217,0.9662916482322985
336,BA,Beat it,94447.81640283774,199165.09468992494,434980.38312398584,0.9662916482322985
337,BA,ISI_Dengue_Model,337206.3246134131,475986.6743126309,767048.4474291469,0.9662916482322985
338,BA,TSMixer ZKI-PH4,51835.76661024307,87215.94071470591,208037.17743325923,0.9662916482322985
339,BA,Chronos-Bolt,33551.97773782331,68925.07277270676,146208.77374064678,0.9662916482322985
340,MT,"Model fourier-
gravidade",17718.196621621188,49946.47256888084,151149.51036734204,0.960568457872931
341,MT,Dengue Oracle M1,64916.289018472824,92335.87875266923,134238.2506556619,0.960568457872931
342,MT,GHR Model,57424.40392514334,92309.59096663959,144950.25997231668,0.960568457872931
343,MT,LNCC-SURGE-1,33913.507288218294,66323.50231695574,138092.39370939397,0.960568457872931
344,MT,IMPA-TECH,60540.40021791016,248606.61704332294,1286873.1823233748,0.960568457872931
345,MT,CNNLSTM,44055.82635490483,53342.60498975341,67822.26835233637,0.960568457872931
346,MT,LNN-AR_p-1,29304.554011441753,54212.75788485907,99833.34113557175,0.960568457872931
347,MT,Imperial-TFT Model,30768.634119007045,57953.720777673334,115844.789208078,0.960568457872931
348,MT,UERJ-SARIMAX-2,39431.82090260708,72163.06794791284,136617.61271795214,0.960568457872931
349,MT,Cornell PEH,19709.2229284701,43345.54927502789,102348.02540906593,0.960568457872931
350,MT,Dengue oracle M2,71957.17715261363,98776.5119156086,138060.77837570824,0.960568457872931
351,MT,LSTM-RF model,18801.607741353586,79803.24608278999,510666.0124272523,0.960568457872931
352,MT,LNCC-CLIDENGO-1,4769.331446949215,18909.170055392417,97431.70649310407,0.960568457872931
353,MT,Beat it,44418.92830577138,84330.71134483395,162841.14787167078,0.960568457872931
354,MT,ISI_Dengue_Model,109190.08527389438,158390.19518336066,263436.7145150867,0.960568457872931
355,MT,TSMixer ZKI-PH4,40662.983323155604,63254.23197100835,113186.72208021661,0.960568457872931
356,MT,Chronos-Bolt,49806.1041966615,78115.95568654696,126039.82528523855,0.960568457872931
357,RS,"Model fourier-
gravidade",7627.919549057013,33289.69677878241,165554.38383698088,0.9042080874639509
358,RS,Dengue Oracle M1,101856.08866661316,160782.2615750552,262420.0911875321,0.9042080874639509
359,RS,GHR Model,43982.904275173765,61593.367283073385,88645.40752167282,0.9042080874639509
360,RS,LNCC-SURGE-1,3167.9744018436786,22567.43434944939,225864.6642408754,0.9042080874639509
361,RS,IMPA-TECH,1271474.7043434414,14197061.216973756,285748935.08952564,0.9042080874639509
362,RS,CNNLSTM,15634.933801070112,25524.752288775548,59201.254128262124,0.9042080874639509
363,RS,LNN-AR_p-1,36085.546343971124,119292.82130723665,488653.81546516955,0.9042080874639509
364,RS,Imperial-TFT Model,11236.528293555812,34549.0624992441,132380.0308785143,0.9042080874639509
365,RS,UERJ-SARIMAX-2,100895.90255483863,229844.18922002346,615172.7819489985,0.9042080874639509
366,RS,Cornell PEH,1857.9510300100144,7721.576211443502,49863.71460499471,0.9042080874639509
367,RS,Dengue oracle M2,139890.5332268717,180113.634352626,238673.22674718796,0.9042080874639509
368,RS,LSTM-RF model,30640.90376878655,116085.46920945443,873597.0797918792,0.9042080874639509
369,RS,LNCC-CLIDENGO-1,2049.93376247528,7835.133324399667,41672.01705109659,0.9042080874639509
370,RS,Beat it,19928.001021442473,63425.68069057238,261761.46875847096,0.9042080874639509
371,RS,ISI_Dengue_Model,913732.1915233945,1253895.9849706804,1977555.5142934988,0.9042080874639509
372,RS,TSMixer ZKI-PH4,75996.88720158888,137281.91767422308,322527.1106157033,0.9042080874639509
373,RS,Chronos-Bolt,186345.0753990019,452114.09698463965,1286674.2348128147,0.9042080874639509
374,PA,"Model fourier-
gravidade",5683.168763176146,27245.389925468193,174956.56381055023,0.9436587367482776
375,PA,Dengue Oracle M1,22016.868574225897,34657.54185516143,55290.000794718864,0.9436587367482776
376,PA,GHR Model,10481.456683619384,15415.63530501505,22809.617735231375,0.9436587367482776
377,PA,LNCC-SURGE-1,14440.531333298271,23718.256272055303,39991.37189981019,0.9436587367482776
378,PA,IMPA-TECH,26502.23886953939,55675.93975796167,124687.74027572424,0.9436587367482776
379,PA,CNNLSTM,14900.299590561386,19914.657596196066,27670.706909820397,0.9436587367482776
380,PA,LNN-AR_p-1,18159.008735849646,26856.19953494457,39503.30836599824,0.9436587367482776
381,PA,Imperial-TFT Model,7108.262064960766,11603.936503057099,20087.585916131502,0.9436587367482776
382,PA,UERJ-SARIMAX-2,12422.082291371164,21489.727292536507,38668.47609655766,0.9436587367482776
383,PA,Cornell PEH,11444.452733153741,20102.50835326967,37880.36702360014,0.9436587367482776
384,PA,Dengue oracle M2,22935.626032544747,34979.89809377986,53837.75665391782,0.9436587367482776
385,PA,LSTM-RF model,8518.029893881388,43264.301973588495,382110.80891934596,0.9436587367482776
386,PA,LNCC-CLIDENGO-1,5227.340399249354,13989.83224412537,58061.53213229656,0.9436587367482776
387,PA,Beat it,13243.48478610438,21252.69274036647,34087.979465406395,0.9436587367482776
388,PA,ISI_Dengue_Model,29625.398462870635,66528.69509921288,180137.78798044854,0.9436587367482776
389,PA,TSMixer ZKI-PH4,15900.740643644152,24359.438021979666,40812.20752257057,0.9436587367482776
390,PA,Chronos-Bolt,8074.215957464343,14349.978009751081,26618.714962601323,0.9436587367482776
391,SE,"Model fourier-
gravidade",2552.046669276243,9384.304080207052,40714.98180938463,0.9277762350467309
392,SE,Dengue Oracle M1,6837.479937684852,12334.55665811278,24292.738561238246,0.9277762350467309
393,SE,GHR Model,4814.515927891331,8186.895024351337,14271.153559320832,0.9277762350467309
394,SE,LNCC-SURGE-1,3526.310801351138,8198.92578239469,20168.120493511775,0.9277762350467309
395,SE,IMPA-TECH,13253.632608278656,118941.9579453076,2085073.0372220394,0.9277762350467309
396,SE,CNNLSTM,3518.6335465297293,5840.240164537206,9935.405286712488,0.9277762350467309
397,SE,LNN-AR_p-1,4419.973609464984,8161.734675034917,15223.166802041538,0.9277762350467309
398,SE,Imperial-TFT Model,5251.03883828823,17270.567579090944,62099.11014151656,0.9277762350467309
399,SE,UERJ-SARIMAX-2,5287.956023758759,10118.309574660616,20789.873163414155,0.9277762350467309
400,SE,Cornell PEH,1945.0319189643258,5163.499870485448,15453.457902199169,0.9277762350467309
401,SE,Dengue oracle M2,8655.295614279543,14782.278795472983,24605.99160368693,0.9277762350467309
402,SE,LSTM-RF model,7863.049787464524,24757.888392511733,97651.88476706868,0.9277762350467309
403,SE,LNCC-CLIDENGO-1,3882.234887386831,12679.594585132934,49805.96973867261,0.9277762350467309
404,SE,Beat it,2849.664956929955,9565.53769918146,39765.19659065777,0.9277762350467309
405,SE,ISI_Dengue_Model,16359.701310964434,26003.205904933675,60346.85407037355,0.9277762350467309
406,SE,TSMixer ZKI-PH4,9886.616296445669,12492.49017094326,17691.348178315675,0.9277762350467309
407,SE,Chronos-Bolt,1090.0661722444559,2201.6799813025777,4934.312478561969,0.9277762350467309
408,AM,"Model fourier-
gravidade",5598.741875584071,22884.884853344032,103710.66073541285,0.9228899059933551
409,AM,Dengue Oracle M1,64613.95667476205,128220.19684335619,276516.6766195708,0.9228899059933551
410,AM,GHR Model,23897.474909069697,47992.12420096814,104927.84469753999,0.9228899059933551
411,AM,LNCC-SURGE-1,9165.035959234487,22340.49169629764,57326.860831501275,0.9228899059933551
412,AM,IMPA-TECH,11908.316455581007,31913.572846508243,99698.48280279458,0.9228899059933551
413,AM,CNNLSTM,25539.259217402265,44918.9897025534,84466.35049614725,0.9228899059933551
414,AM,LNN-AR_p-1,11646.804570783344,18706.93243952896,30278.839111135625,0.9228899059933551
415,AM,Imperial-TFT Model,12604.385175515523,23115.682887121482,42877.05538917213,0.9228899059933551
416,AM,UERJ-SARIMAX-2,7813.459683337122,15910.15769479987,35551.13879196415,0.9228899059933551
417,AM,Cornell PEH,7418.777855345125,16046.93950044002,54658.413032243385,0.9228899059933551
418,AM,Dengue oracle M2,61265.739743490376,119702.45842170596,238450.3199263797,0.9228899059933551
419,AM,LSTM-RF model,10129.332117326694,42835.90689137895,371302.9109097044,0.9228899059933551
420,AM,LNCC-CLIDENGO-1,2521.1720384749474,9020.193932488046,44801.072850363744,0.9228899059933551
421,AM,Beat it,10830.301892249774,17815.579828654525,30177.4854234473,0.9228899059933551
422,AM,ISI_Dengue_Model,6861.731782066006,15648.867456242811,49827.15035091242,0.9228899059933551
423,AM,TSMixer ZKI-PH4,11472.844875758421,16817.816549894233,28244.798685933107,0.9228899059933551
424,AM,Chronos-Bolt,5732.228961025976,10119.30450482213,17351.590725320704,0.9228899059933551
425,CE,"Model fourier-
gravidade",18117.73105681496,70051.33717640795,350434.1915563631,0.9724288991816369
426,CE,Dengue Oracle M1,43223.685577481156,114947.2077972181,286405.2924464798,0.9724288991816369
427,CE,GHR Model,34860.47543572772,80764.56072531248,199953.83363149234,0.9724288991816369
428,CE,LNCC-SURGE-1,41303.975347987835,97123.09053915406,233533.2135732742,0.9724288991816369
429,CE,IMPA-TECH,26292.367813481756,109607.29200021824,593720.8370193979,0.9724288991816369
430,CE,CNNLSTM,63442.260254962945,88338.31395776654,130584.84712616226,0.9724288991816369
431,CE,LNN-AR_p-1,39795.65874422436,77025.58599361085,151634.38372597646,0.9724288991816369
432,CE,Imperial-TFT Model,36515.018141801476,99102.25529826627,287777.2263443676,0.9724288991816369
433,CE,UERJ-SARIMAX-2,33978.82710449366,73690.80879740528,171550.1622641449,0.9724288991816369
434,CE,Cornell PEH,29402.49755607675,69614.43269392812,169302.18736378965,0.9724288991816369
435,CE,Dengue oracle M2,54103.87538182289,114960.13812243255,256309.47501248223,0.9724288991816369
436,CE,LSTM-RF model,25626.34499737428,91423.49067325718,448185.1108066274,0.9724288991816369
437,CE,LNCC-CLIDENGO-1,5537.8795042398615,31396.433083664313,186251.47426692094,0.9724288991816369
438,CE,Beat it,50379.74116209157,108772.52672303858,233598.8970043268,0.9724288991816369
439,CE,ISI_Dengue_Model,62811.911334250195,127117.043736211,408947.87512960704,0.9724288991816369
440,CE,TSMixer ZKI-PH4,32116.103214385188,53571.16385606658,111999.41181620034,0.9724288991816369
441,CE,Chronos-Bolt,19160.06363741208,38199.364245724566,84278.87415636075,0.9724288991816369
